अफ़्रीका	África
इंगलैण्ड के हेनरी चतुर्थ	Henrique IV de Inglaterra
ओवन विल्सन	Owen Wilson
कबाबचीनी	Piper cubeba
अल्बर्तो मोराविया	Alberto Moravia
फ़रवहर	Faravahar
वक्र	Curva
पॉल एलन	Paul Allen
बोस्निया एवं हरजेगोवीना का ध्वज	Bandeira da Bósnia e Herzegovina
इथियोपिया का ध्वज	Bandeira da Etiópia
लतरी	Lathyrus sativus
कुंभ राशि	Aquário (astrologia)
नव अफलातूनवाद	Neoplatonismo
मध्यमण्डल	Mesosfera
बकायन	Amargoseira
वॉचमेन (फिल्म)	Watchmen (filme)
निकी मिनाज	Nicki Minaj
आयनमंडल	Ionosfera
नायक	Herói
द टर्मिनेटर	The Terminator
नील जिह्वा रोग	Febre catarral
जेफरसन डेविस	Jefferson Davis
रॉबर्ट क्लाइव	Robert Clive
चीन का अंतरिक्ष कार्यक्रम	Programa espacial chinês
स्टेथोस्कोप	Estetoscópio
ऍलजी इलैक्ट्रॉनिक्स	LG Electronics
चार्म्ड	Charmed
सिर्त	Sirte
इलाहाबाद	Allahabad
मलिक	Minicoy
सेड्रिक पायोलिन	Cédric Pioline
कॉलिन फर्थ	Colin Firth
अर्बुदविज्ञान	Oncologia
पराश्रव्य	Ultrassom
ड्रीम थियेटर	Dream Theater
अंतःस्राविकी	Endocrinologia
अकादमी	Academia
ग्लाइकोलिसिस	Glicólise
दृश्य बोध	Percepção visual
यमन का ध्वज	Bandeira do Iémen
ब्रेवहार्ट	Braveheart
अंगारा नदी	Rio Angara
ईराक का ध्वज	Bandeira do Iraque
ट्यूनीशिया का ध्वज	Bandeira da Tunísia
कैथरीन (अरागोन की)	Catarina de Aragão
मानचित्रावली	Atlas (cartografia)
सरमती लोग	Sármatas
मकबरा	Mausoléu
यूक्लिडीय ज्यामिति	Geometria euclidiana
विद्युत अपघट्य	Eletrólito
अर्धसूत्रीविभाजन	Meiose
डैनवर नगेट्स	Denver Nuggets
ब्लैक लिवली	Blake Lively
मॉन्टेनीग्रो का ध्वज	Bandeira do Montenegro
क्लीवलैंड कवैलियर्स	Cleveland Cavaliers
कंबोडिया का ध्वज	Bandeira do Camboja
क्यूबा का ध्वज	Bandeira de Cuba
मसाई	Masai
ग्रिम की परी कथाएँ	Contos de Grimm
शैलविज्ञान	Petrologia
मर्गेरित युर्स्नर्	Marguerite Yourcenar
वहाबी आन्दोलन	Wahhabismo
विसरण	Difusão molecular
सोनिया गांधी	Sonia Gandhi
बलूचिस्तान (पाकिस्तान)	Baluchistão (Paquistão)
संरक्षित जैवमंडलों का विश्व नेटवर्क	Rede Mundial de Reservas da Biosfera
जेसिका बेल	Jessica Biel
कांगो गणराज्य का ध्वज	Bandeira da República do Congo
हेनरी (इकाई)	Henry (unidade)
विलियम शोक्ली	William Bradford Shockley
पूर्वी साइबेरियाई सागर	Mar Siberiano Oriental
कालीन	Tapete
काउंटर स्ट्राइक	Counter-Strike
डीडीटी	DDT
मनोवैज्ञानिक युद्ध	Guerra psicológica
सेटर	Sátiro
मलेशियाई रिंग्गित	Ringgit malaio
स्नातक डिग्री	Bacharelato
लाभ निरपेक्ष संस्था	Organização sem fins lucrativos
म्यांमार का ध्वज	Bandeira de Mianmar
जूजुत्सु	Jiu-jitsu
सिलिकॉन वैली	Vale do Silício
सर्बिया का ध्वज	Bandeira da Sérvia
स्कर्वी	Escorbuto
द डार्क नाईट (फ़िल्म)	The Dark Knight
मेगालोडोन	Carcharodon megalodon
फ्रांसिस ज़ेवियर	Francisco Xavier
द्रूस	Drusos
साँवा	Echinochloa
चिरायता	Swertia
ओलती	Beiral
वृष राशि	Touro (astrologia)
सैंटियागो बर्नबू स्टेडियम	Estádio Santiago Bernabéu
अलेक्ज़ंडर पोप	Alexander Pope
ओत्राण्टो जलसन्धि	Estreito de Otranto
ए ब्युटिफुल माइंड	Uma Mente Brilhante (filme)
मार्क वाह्ल्बर्ग	Mark Wahlberg
फिलिप कोट्लर	Philip Kotler
फीनिक्स सन्स	Phoenix Suns
महापाषाण	Monumento megalítico
हमारी पितृभूमि	Mer Hayrenik
मकर राशि	Capricórnio
वर्तनी जाँचक	Corretor ortográfico
कोज्या नियम	Lei dos cossenos
शिनकानसेन	Shinkansen
अनुभव	Experiência (filosofia)
अधश्चेतक	Hipotálamo
धारिता	Capacitância
ताप्रांगीयिज	Malaquita
सर्वाहारी	Omnívoro
कांगो जनतांत्रिक गणराज्य का ध्वज	Bandeira da República Democrática do Congo
बाएँ की राजनीति	Esquerda política
विद्रधि	Abscesso
साहित्यिक चोरी	Plágio
मैक्स बेकमैन	Max Beckmann
2012 ग्रीष्मकालीन ओलम्पिक पदक तालिका	Quadro de medalhas dos Jogos Olímpicos de Verão de 2012
वाल स्ट्रीट जर्नल	Wall Street Journal
जॉनाथान आईव	Jonathan Ive
अलेक्जेंडर बलोक	Aleksandr Blok
रोटावाइरस	Rotavirus
ऐश्टन कूचर	Ashton Kutcher
पाउलो फ्रेइरे	Paulo Freire
अंडरवर्ल्ड (फ़िल्म)	Underworld (2003)
जां वाप्तिस्ते आंद्रे ड्यूमा	Jean-Baptiste Dumas
सांख्य दर्शन	Samkhya
वंश	Dinastia
द लॉर्ड ऑफ द रिंग्स: द टू टावर्स	O Senhor dos Anéis: As Duas Torres
ओलिवर ट्विस्ट	Oliver Twist
तारेक्ष	Astrolábio
जीवाणु भोजी	Fago
ग्रीनहाउस	Estufa
लंबन	Paralaxe
मोजाम्बिक जलसन्धि	Canal de Moçambique
अश्ववंश	Equidae
सचोली	Urochordata
घेंघा रोग	Bócio
एवेंज्ड सेवनफोल्ड	Avenged Sevenfold
एपीआई	Interface de programação de aplicações
नील (पादप)	Indigofera tinctoria
रॉबर्ट डॉनी जुनियर	Robert Downey, Jr.
रसभरी	Physalis peruviana
फीरोजा़	Turquesa
किरीट विसर्जन	Descarga de corona
अति परवलय	Hipérbole
कुम्हड़ा	Abóbora
असमिका	Desigualdade
क्राइम एण्ड पनिशमेंट	Crime e Castigo
ऑस्टियोपोरोसिस	Osteoporose
करमान प्रांत	Kerman (província)
कागजी नींबू	Lima comum
तॉरपीडो	Torpedo
बदख़्शान प्रान्त	Badakhshan (província)
बायकोनूर	Baikonur
कार्ब्युरेटर	Carburador
असेम्बली भाषा	Assembly
धौलागिरी	Dhaulagiri
लेखनी	Caneta
जिमी पेज	Jimmy Page
युडिकॉट​	Eudicotiledôneas
क्रमविनिमेयता	Comutatividade
बड़ा सुन्दा द्वीप समूह	Grandes Ilhas da Sonda
अज़ान	Adhan
नुत	Nut
श्रोडिंगर समीकरण	Equação de Schrödinger
गीनिया का ध्वज	Bandeira da Guiné
टोबी मैग्वायर	Tobey Maguire
मेम्फिस ग्रिज़लीस	Memphis Grizzlies
वेनेजुएला का ध्वज	Bandeira da Venezuela
इक्वेडोर का ध्वज	Bandeira do Equador
कुवैत का ध्वज	Bandeira do Kuwait
ओमान का ध्वज	Bandeira de Omã
मंगोलिया का ध्वज	Bandeira da Mongólia
कैसिनी-होयगेन्स	Cassini-Huygens
कोला प्रायद्वीप	Península de Kola
जड़त्वाघूर्ण	Momento de inércia
अनुपात परीक्षा	Teste da razão
किर्घिस्तान का ध्वज	Bandeira do Quirguistão
जैविक खेती	Agricultura orgânica
ऍडोब फ्लैश	Adobe Flash
याजुद्दिन अहमद	Iajuddin Ahmed
माइक्रोकंट्रोलर	Microcontrolador
स्टार वॉर्स एपिसोड I: द फैंटम मेनेस	Star Wars Episódio I: A Ameaça Fantasma
बाल्कन युद्ध	Guerras dos Balcãs
यूनाइटेड किंगडम का शाही कुल-चिन्ह	Real brasão de armas do Reino Unido
मध्य अफ़्रीकी गणराज्य का ध्वज	Bandeira da República Centro-Africana
भूकेन्द्रीय मॉडल	Geocentrismo
चाड का ध्वज	Bandeira do Chade
