अफ्रीका	África
जेनेलिया डिसोजा	Genelia D'Souza
एनालग कम्प्युटर	Computador analógico
विनिमयदर	Taxa de câmbio
हेनरी किसिन्जर	Henry Kissinger
केन्द्रीय बैंक	Banco central
जयपुर	Jaipur
दमन र दीव	Damão e Diu
पुदुच्चेरी	Puducherry
फिलिप शाइडमान	Philipp Scheidemann
बाबेट पिटर	Babett Peter
रबर्ड बन्सन	Robert Bunsen
पोताला दरबार	Palácio de Potala
भ्याकुर	Dioscorea
पहेंलोपेटे फिस्टो	Abroscopus superciliaris
ब्रुक्लिन ली	Brooklyn Lee
समुन्द्री घोडा	Cavalo-marinho
सजीवन	Jatropha curcas
ई.पू. २१७	217 a.C.
ई.पू. २२७	227 a.C.
ई.पू. २८२	282 a.C.
ई.पू. २७९	279 a.C.
ई.पू. ४०४	404 a.C.
ई.पू. ३२१	321 a.C.
ई.पू. ३६०	360 a.C.
ई.पू. ३२४	324 a.C.
ई.पू. २८१	281 a.C.
ई.पू. ४०६	406 a.C.
म्याकिन्टोश	Macintosh
फेर्डिनाण्ड लासाल	Ferdinand Lassalle
एडुवार्ड बेर्नश्टाइन	Eduard Bernstein
रेडसिफ्ट	Desvio para o vermelho
जर्ज क्यान्टर	Georg Cantor
अगष्ट बेबेल	August Bebel
यूजेन डयूहरिंग	Karl Eugen Dühring
कार्ल काउत्स्की	Karl Kautsky
मटितेल	Querosene
ब्रियाना ब्यांक्स	Briana Banks
लुडभिग कुगेलमान	Louis Kugelmann
एकदलीय वनस्पति	Monocotiledónea
स्पाइडर-म्यान	Homem-Aranha
ई.पू. ३४०	340 a.C.
ई.पू. २१३	213 a.C.
ई.पू. ३१२	312 a.C.
अन्निस्टन,अलाबामा	Anniston (Alabama)
डोथान,अलाबामा	Dothan (Alabama)
रासायनिक पदार्थ	Substância
थ्री जी	3G
जी पी आर एस	Serviço de Rádio de Pacote Geral
अउबर्न, अलाबामा	Auburn (Alabama)
फ्लोरेन्स,अलाबामा	Florence (Alabama)
डिकेटर,अलाबामा	Decatur (Alabama)
चापमापक यन्त्र	Barómetro
जोन मिल्टन	John Milton
ई.पू. ४२७	427 a.C.
ई.पू. ३३२	332 a.C.
ई.पू. २९६	296 a.C.
ई.पू. २६०	260 a.C.
ई.पू. २२८	228 a.C.
ई.पू. २२४	224 a.C.
ई.पू. २९८	298 a.C.
ई.पू. २७३	273 a.C.
अर्जेन्टिना राष्ट्रिय फुटबल टिम	Seleção Argentina de Futebol
गिनी पिग	Porquinho-da-índia
ई.पू. २६१	261 a.C.
ई.पू. ३०५	305 a.C.
ई.पू. ३८७	387 a.C.
२०१४ फिफा विश्वकप	Copa do Mundo FIFA de 2014
बर्मिङ्गह्याम,अलाबामा	Birmingham (Alabama)
सानो माटीकोरे	Guarda-rios-comum
डार्क म्याटर	Matéria escura
ई.पू. ३३५	335 a.C.
ई.पू. ४७०	470 a.C.
ई.पू. २११	211 a.C.
ई.पू. २७१	271 a.C.
ई.पू. २९०	290 a.C.
ई.पू. २८३	283 a.C.
ई.पू. २८४	284 a.C.
ई.पू. २९९	299 a.C.
क्राइष्ट द रिडिमर	Cristo Redentor
वाराणसी	Varanasi
ओजोन तह	Ozonosfera
उन्यू	Samambaia
भोगटे	Pomelo
चेक	Cheque
क्रिया विज्ञान तथा चिकित्सामा नोबेल पुरस्कार	Laureados com o Nobel de Fisiologia ou Medicina
गाइने कीरा	Libélula
मेगान फक्स	Megan Fox
घिउ कुमारी	Babosa
ई.पू. ३४१	341 a.C.
ई.पू. २९१	291 a.C.
ई.पू. ३४३	343 a.C.
ई.पू. ३४९	349 a.C.
ई.पू. ३०८	308 a.C.
ई.पू. २९२	292 a.C.
ई.पू. ३८०	380 a.C.
ई.पू. २६७	267 a.C.
चिरबिरे बिरालो	Gato-marmorado
ई.पू. ३३९	339 a.C.
ई.पू. ३३८	338 a.C.
ई.पू. २९४	294 a.C.
ई.पू. ३०२	302 a.C.
ई.पू. २१४	214 a.C.
ई.पू. ३२८	328 a.C.
तित्री	Tamarindus
बङ्गाल	Bengala
ओलम्पिया	Monte Olimpo
कालो चील	Milhafre-preto
मिरोस्लाभ क्लोजे	Miroslav Klose
पटना	Patna
भारतीय रुपिया	Rupia indiana
रामतोरियाँ	Quiabo
सुल्तान अहमद मस्जिद	Mesquita Azul
ई.पू. ३७०	370 a.C.
ई.पू. २१९	219 a.C.
ई.पू. ४७९	479 a.C.
ई.पू. ३५८	358 a.C.
ई.पू. ३२९	329 a.C.
बारुद	Dinamite
तेन्जिङ नोर्गे शेर्पा	Tenzing Norgay
इन्टिग्रेटेड सर्किट	Circuito integrado
ई.पू. ३०७	307 a.C.
ई.पू. ३३४	334 a.C.
परमाणु भट्टी	Reator nuclear
अप्रिल फुल	Dia da mentira
पाटे बाघ	Tigre-de-bengala
सान्तोस	Santos Futebol Clube
पशु पालन	Pecuária
केट ब्लान्चेट	Cate Blanchett
भोपाल	Bhopal
आँधी	Tempestade
संयुक्त राष्ट्रसंघका महासचिव	Secretário-geral das Nações Unidas
अभियन्ता	Engenheiro
तोप	Canhão
ई.पू. ३०४	304 a.C.
ई.पू. ३४८	348 a.C.
ई.पू. ३०९	309 a.C.
ई.पू. ३४२	342 a.C.
ई.पू. ३०३	303 a.C.
ई.पू. ३६४	364 a.C.
ई.पू. २६८	268 a.C.
ई.पू. ४६९	469 a.C.
ई.पू. २७८	278 a.C.
ई.पू. २८६	286 a.C.
ई.पू. ३९०	390 a.C.
ई.पू. २७४	274 a.C.
ई.पू. २८९	289 a.C.
ई.पू. २७२	272 a.C.
दशमलव संख्या	Sistema de numeração decimal
चना	Grão-de-bico
पालुङ्गो	Espinafre
द दा भिन्ची कोड	O Código Da Vinci
ई.पू. ३१४	314 a.C.
ई.पू. ३४४	344 a.C.
ई.पू. ३२५	325 a.C.
ई.पू. ४२९	429 a.C.
सहस्राब्दी विकास लक्ष्य	Objetivos de Desenvolvimento do Milênio
ई.पू. ३१९	319 a.C.
ई.पू. ३३७	337 a.C.
ई.पू. २६५	265 a.C.
ई.पू. २६९	269 a.C.
मांसाहारी	Carnívoro
दुखाई	Dor
बेन्जामीन डिसराइली	Benjamin Disraeli
चमेली	Jasmim
कञ्चनजङ्घा हिमाल	Kanchenjunga
लामार्क	Jean-Baptiste de Lamarck
ई.पू. ३०१	301 a.C.
संयुक्त राष्ट्र खाद्य एवं कृषि संगठन	Organização das Nações Unidas para Alimentação e Agricultura
ई.पू. ४००	400 a.C.
ई.पू. ३५९	359 a.C.
ई.पू. ४५०	450 a.C.
ई.पू. २६३	263 a.C.
ई.पू. २६२	262 a.C.
ई.पू. ३०६	306 a.C.
ई.पू. २६६	266 a.C.
ई.पू. ३१८	318 a.C.
ई.पू. २७७	277 a.C.
पत्रे चट्टान	Rocha sedimentar
घर्षण	Atrito
ई.पू. ३१३	313 a.C.
ई.पू. ३११	311 a.C.
रक्तचाप	Pressão arterial
ट्याक्सी	Táxi
ईरान-इराक युद्ध	Guerra Irã-Iraque
संरक्षण स्थिति	Estado de conservação
चीनको इतिहास	História da China
ई.पू. ३१५	315 a.C.
अङ्क	Algarismo
स्नायुशास्त्र	Neurologia
भ्यान, टर्की	Van (Turquia)
अवतार	Avatar
च्याउ	Cogumelo
जन गण मन	Jana Gana Mana
ई.पू. ३१६	316 a.C.
ई.पू. ३२७	327 a.C.
ई.पू. ३६२	362 a.C.
ई.पू. ४०५	405 a.C.
ई.पू. ३६६	366 a.C.
ई.पू. ३८९	389 a.C.
ई.पू. ३१७	317 a.C.
ई.पू. ३६१	361 a.C.
ई.पू. ३६३	363 a.C.
ई.पू. ३४६	346 a.C.
रासायनिक सूत्र	Fórmula química
कूलम्बको नियम	Lei de Coulomb
श्रीनिवास रामानुजन्	Srinivasa Ramanujan
ब्रिटिश इस्ट इण्डिया कम्पनी	Companhia Britânica das Índias Orientais
छाना	Telhado
रोमियो एन्ड जुलिएट	Romeu e Julieta
ई.पू. ३५७	357 a.C.
ई.पू. ३७६	376 a.C.
ई.पू. ३८२	382 a.C.
ई.पू. ४१३	413 a.C.
ई.पू. ४३०	430 a.C.
ई.पू. ३६५	365 a.C.
ई.पू. ३६७	367 a.C.
भुभुजेला	Vuvuzela
एशियाइ फुटबल संगठन	Confederação Asiática de Futebol
सेलेना गोमेज	Selena Gomez
डुहरे घरमुसो	Mus musculus
गुरु नानक	Guru Nanak
उर्वरक	Fertilizante
ई.पू. ३८५	385 a.C.
सेन्जेन भिषा	Acordo de Schengen
शाकाहार	Vegetarianismo
ई.पू. ३५४	354 a.C.
ई.पू. ४७५	475 a.C.
ई.पू. ३९६	396 a.C.
ई.पू. ३५५	355 a.C.
जोन टेरी	John Terry
ब्राजिल राष्ट्रिय फुटबल टिम	Seleção Brasileira de Futebol
भारोत्तोलन	Halterofilismo
मेसुट ओजिल	Mesut Özil
शाहजहाँ	Shah Jahan
शिमला	Shimla
मासिक धर्म	Ciclo menstrual
फट्याङ्ग्रा	Gafanhoto
गउडा	Gouda
कार्ल रादेक	Karl Radek
अमेरिकाको स्वतन्त्रता दिवस	Dia da Independência dos Estados Unidos
स्टिफन हेल	Stefan Hell
सुभाष काक	Subhash Kak
बलिउड	Bollywood
लैंगिक विभेदता	Sexismo
ट्यूलिप	Tulipa
करार	Contrato
सिरानी	Travesseiro
वैशाली जिल्ला	Distrito de Vaishali
उपनाम	Sobrenome
विमान परिचारिका	Pessoal navegante comercial
विनोना राईडर	Winona Ryder
चीयाको बोट	Camellia sinensis
आइनू जाति	Ainus
ट्यूडर राजवंश	Casa de Tudor
घरपालुवा मौरी	Apis
इथर (रसायन)	Éter
रवि शंकर	Ravi Shankar
रक्तशास्त्र	Hematologia
रोर्वट वालपोल	Robert Walpole
सुल्पा	Cachimbo
तवाकुल करमान	Tawakel Karman
पूर्णिमा	Lua cheia
ए मिडसमर नाइट्स ड्रिम	Sonho de uma Noite de Verão
स्वीडेनको सामाजिक-जनवादी मजदुर पार्टी	Partido Operário Social-Democrata da Suécia
सिड्नी सेल्डन	Sidney Sheldon
शिशापाङ्मा	Shishapangma
अंग प्रत्यारोपण	Transplantação de órgãos
रोगभ्रम	Hipocondria
युरोलोजी	Urologia
इसाई	Cristão
घर मुसो	Rato-preto
मही	Leitelho
राजेश खन्ना	Rajesh Khanna
कोमोडो टापू	Komodo
भीर	Falésia
कुन्दोज	Konduz
अफगानिस्तानका शहरहरुको सूची	Lista de cidades no Afeganistão
ए आर रहमान	A. R. Rahman
केन्द्र पार्टी	Partido do Centro
बाम पार्टी	Partido da Esquerda (Suécia)
सन्तुलित एकता पार्टी	Partido Moderado (Suécia)
रिङ्गेरीके	Ringerike
जनता पार्टी - उदारहरू	Partido Popular Liberal
हिङ	Ferula assafoetida
कामदेव	Kamadeva
लैंगिक समानता	Igualdade de género
रेनि पोर्नेरो	Renee Pornero
राधा	Radha
ह्रास	Depreciação
फुन्किन्पेक	Funcinpec
टेलर भिक्सन	Taylor Vixen
टेम्फे	Tempeh
क्लोनिङ	Clonagem
एपेन्डिसाइटिस	Apendicite
सुपर कम्प्युटर	Supercomputador
एलिसिया किज	Alicia Keys
ग्यासको पिण्ड	Planeta gasoso
भोडाफोन	Vodafone
केल्भिन थमसन	William Thomson
गिद्ध	Abutre
सुनौलो माछा	Carassius auratus
वेनेसा हजेंस	Vanessa Hudgens
अभिजाततन्त्र	Aristocracia
भूपरिवेष्ठित राष्ट्र	Lista de países sem costa marítima
आविष्कार	Invenção
युएस ओपन (टेनिस)	US Open de tênis
गँड्यौला	Minhoca
कालो भालु	Urso-negro-asiático
पृथ्वी दिवस	Dia da Terra
ताजमहल (बहुविकल्पी)	Taj Mahal (desambiguação)
सलमा हायेक	Salma Hayek
करौंती	Serra (ferramenta)
स्याल	Chacal
